sleep_schedule_diff,wakeup_schedule_diff,cleanliness_diff,study_hours_diff,noise_tolerance_diff,room_temperature_diff,social_energy_diff,spending_habit_diff,guest_frequency_diff,gaming_time_diff,food_preference_similarity,music_preference_similarity,study_style_similarity,communication_style_similarity,organization_similarity,workout_routine_similarity,hobby_similarity,academic_goal_similarity,room_usage_similarity,weekend_activity_similarity,gamer_vs_light_sleeper,extrovert_vs_introvert_conflict,messy_vs_clean_conflict,nightowl_vs_earlybird_conflict,loud_music_vs_noise_sensitive,guest_heavy_vs_private_person,high_spender_vs_budget_person,group_study_vs_solo_study,fitness_focused_vs_irregular,emotional_expressive_vs_reserved,compatibility_score,compatibility_label
0.61,0.21,0.88,0.02,0.82,0.28,0.39,0.14,0.15,0.19,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,56.32,3
0.48,0.70,0.87,0.14,0.69,0.36,0.21,0.66,0.60,0.16,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,39.60,2
0.68,0.28,0.45,0.87,0.73,0.55,0.42,0.14,0.36,0.21,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,71.59,4
0.76,0.67,0.53,0.36,0.20,0.51,0.80,0.07,0.33,0.30,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,56.02,3
0.24,0.34,0.86,0.16,0.25,0.10,0.69,0.36,0.56,0.54,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,68.00,4
0.25,0.38,0.25,0.16,0.48,0.45,0.24,0.49,0.47,0.12,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,66.72,4
0.45,0.56,0.35,0.67,0.25,0.25,0.75,0.44,0.11,0.25,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,65.06,4
0.57,0.32,0.68,0.22,0.74,0.40,0.53,0.28,0.44,0.25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,61.45,4
0.82,0.49,0.24,0.09,0.54,0.12,0.10,0.10,0.70,0.46,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,66.26,4
0.42,0.61,0.16,0.67,0.48,0.26,0.13,0.20,0.36,0.59,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,37.38,2
0.45,0.28,0.60,0.13,0.25,0.45,0.14,0.29,0.58,0.26,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,79.16,4
0.63,0.25,0.48,0.43,0.31,0.21,0.64,0.69,0.27,0.09,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,27.36,2
0.56,0.57,0.71,0.43,0.16,0.59,0.76,0.42,0.28,0.26,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,44.68,3
0.63,0.50,0.53,0.14,0.73,0.26,0.62,0.44,0.76,0.59,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,35.23,2
0.54,0.78,0.58,0.03,0.38,0.18,0.24,0.13,0.44,0.12,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,32.62,2
0.51,0.54,0.10,0.47,0.76,0.44,0.74,0.18,0.48,0.47,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,24.20,2
0.83,0.63,0.33,0.42,0.15,0.08,0.66,0.14,0.32,0.23,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,3.28,1
0.17,0.40,0.53,0.70,0.78,0.23,0.69,0.26,0.06,0.84,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,12.41,1
0.63,0.27,0.38,0.36,0.55,0.46,0.38,0.17,0.23,0.16,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,36.56,2
0.44,0.61,0.62,0.42,0.29,0.49,0.73,0.35,0.77,0.04,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,9.24,1
0.63,0.35,0.59,0.37,0.82,0.55,0.47,0.21,0.06,0.27,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,23.82,2
0.31,0.71,0.48,0.08,0.62,0.55,0.33,0.21,0.77,0.13,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,64.98,4
0.75,0.19,0.54,0.26,0.50,0.28,0.48,0.42,0.31,0.27,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,60.87,4
0.61,0.14,0.73,0.49,0.63,0.34,0.43,0.28,0.65,0.19,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,56.29,3
0.62,0.45,0.27,0.09,0.36,0.42,0.82,0.47,0.37,0.20,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,60.23,4
0.56,0.46,0.45,0.47,0.45,0.33,0.27,0.10,0.27,0.49,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,51.28,3
0.23,0.62,0.31,0.49,0.68,0.01,0.17,0.46,0.14,0.17,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,72.19,4
0.49,0.70,0.17,0.24,0.09,0.38,0.73,0.21,0.14,0.38,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,89.63,5
0.46,0.43,0.74,0.51,0.04,0.11,0.65,0.27,0.57,0.12,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,70.07,4
0.06,0.23,0.62,0.26,0.38,0.08,0.44,0.24,0.22,0.57,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,54.48,3
0.33,0.59,0.32,0.12,0.47,0.56,0.97,0.16,0.14,0.31,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,74.17,4
0.75,0.65,0.41,0.22,0.66,0.39,0.67,0.11,0.28,0.11,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,77.15,4
0.41,0.14,0.37,0.62,0.74,0.17,0.85,0.50,0.16,0.13,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,48.27,3
0.62,0.49,0.85,0.55,0.55,0.14,0.34,0.22,0.57,0.28,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,33.89,2
0.53,0.46,0.66,0.24,0.19,0.63,0.43,0.57,0.37,0.22,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,55.42,3
0.72,0.15,0.65,0.29,0.25,0.15,0.41,0.21,0.54,0.41,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,10.67,1
0.55,0.21,0.44,0.17,0.44,0.33,0.56,0.36,0.67,0.15,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,78.05,4
0.66,0.53,0.53,0.02,0.57,0.20,0.72,0.39,0.48,0.04,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,76.65,4
0.38,0.29,0.30,0.32,0.81,0.20,0.42,0.06,0.10,0.65,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,49.14,3
0.14,0.23,0.19,0.51,0.36,0.29,0.38,0.34,0.59,0.10,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,75.99,4
0.42,0.32,0.57,0.32,0.51,0.20,0.42,0.08,0.20,0.44,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,21.84,2
0.13,0.50,0.33,0.34,0.54,0.43,0.80,0.28,0.62,0.07,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,58.69,3
0.52,0.17,0.32,0.90,0.17,0.54,0.71,0.11,0.62,0.12,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,40.05,3
0.33,0.42,0.66,0.09,0.33,0.14,0.65,0.31,0.81,0.14,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,26.33,2
0.56,0.55,0.67,0.25,0.34,0.12,0.67,0.67,0.38,0.09,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,57.04,3
0.54,0.56,0.52,0.24,0.58,0.16,0.62,0.36,0.33,0.55,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,68.13,4
0.35,0.74,0.73,0.09,0.45,0.59,0.44,0.74,0.23,0.15,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,81.83,5
0.38,0.34,0.39,0.45,0.55,0.08,0.38,0.77,0.12,0.06,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,19.99,1
0.38,0.41,0.66,0.06,0.30,0.22,0.36,0.55,0.38,0.50,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,22.29,2
0.58,0.48,0.36,0.45,0.23,0.09,0.32,0.67,0.41,0.13,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,72.58,4
0.52,0.62,0.74,0.73,0.42,0.31,0.66,0.10,0.39,0.10,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,33.33,2
0.69,0.29,0.48,0.26,0.74,0.23,0.71,0.37,0.51,0.17,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0.00,1
0.58,0.43,0.44,0.05,0.67,0.44,0.17,0.49,0.26,0.56,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,55.41,3
0.30,0.60,0.72,0.05,0.52,0.29,0.62,0.35,0.20,0.10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,83.42,5
0.54,0.46,0.34,0.46,0.43,0.28,0.59,0.53,0.62,0.31,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,55.41,3
0.05,0.17,0.83,0.17,0.53,0.11,0.80,0.64,0.43,0.33,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0.00,1
0.24,0.03,0.55,0.29,0.08,0.33,0.25,0.28,0.51,0.52,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,43.44,3
0.33,0.36,0.90,0.60,0.52,0.31,0.42,0.44,0.36,0.18,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,40.40,3
0.49,0.49,0.30,0.31,0.59,0.20,0.28,0.11,0.45,0.25,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,95.13,5
0.60,0.65,0.85,0.24,0.27,0.02,0.44,0.13,0.35,0.01,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,36.42,2
0.50,0.44,0.48,0.21,0.59,0.47,0.31,0.14,0.35,0.07,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,27.04,2
0.25,0.10,0.78,0.60,0.67,0.37,0.28,0.30,0.25,0.30,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,64.92,4
0.72,0.44,0.61,0.59,0.19,0.45,0.25,0.22,0.13,0.28,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,27.71,2
0.34,0.42,0.26,0.43,0.49,0.19,0.80,0.55,0.28,0.72,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,29.88,2
0.26,0.16,0.46,0.21,0.73,0.33,0.47,0.11,0.64,0.15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,64.25,4
0.08,0.23,0.36,0.06,0.31,0.24,0.52,0.34,0.34,0.23,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,30.87,2
0.80,0.52,0.08,0.69,0.62,0.41,0.72,0.35,0.44,0.21,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,69.01,4
0.68,0.35,0.77,0.77,0.41,0.30,0.35,0.27,0.25,0.42,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,15.98,1
0.72,0.61,0.34,0.42,0.64,0.44,0.53,0.65,0.21,0.12,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,38.10,2
0.75,0.61,0.54,0.21,0.66,0.17,0.53,0.13,0.51,0.03,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,13.92,1
0.53,0.33,0.51,0.18,0.13,0.06,0.87,0.28,0.40,0.07,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,72.73,4
0.54,0.55,0.28,0.38,0.50,0.67,0.67,0.22,0.14,0.03,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,46.82,3
0.45,0.54,0.67,0.42,0.28,0.17,0.59,0.55,0.56,0.33,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,100.00,5
0.26,0.25,0.56,0.13,0.81,0.18,0.26,0.56,0.51,0.13,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,46.03,3
0.48,0.32,0.10,0.14,0.47,0.15,0.48,0.05,0.39,0.61,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,65.30,4
0.33,0.67,0.52,0.14,0.94,0.10,0.97,0.35,0.25,0.31,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,13.44,1
0.57,0.38,0.19,0.59,0.73,0.27,0.42,0.17,0.12,0.60,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,77.24,4
0.85,0.20,0.75,0.56,0.16,0.23,0.76,0.25,0.73,0.57,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,38.36,2
0.39,0.37,0.45,0.25,0.41,0.25,0.26,0.12,0.19,0.59,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,85.72,5
0.36,0.29,0.57,0.46,0.07,0.35,0.63,0.27,0.69,0.71,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,62.76,4
0.43,0.33,0.49,0.13,0.45,0.09,0.80,0.71,0.21,0.30,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,67.80,4
0.78,0.49,0.26,0.23,0.40,0.25,0.39,0.50,0.55,0.66,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,80.42,5
0.34,0.46,0.40,0.64,0.33,0.17,0.23,0.42,0.09,0.03,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,46.79,3
0.66,0.14,0.24,0.07,0.82,0.09,0.89,0.42,0.20,0.19,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,13.57,1
0.59,0.94,0.35,0.61,0.76,0.09,0.61,0.29,0.19,0.01,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,12.88,1
0.28,0.50,0.78,0.37,0.64,0.60,0.17,0.31,0.25,0.45,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,25.17,2
0.88,0.56,0.74,0.70,0.21,0.41,0.60,0.45,0.10,0.49,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0.00,1
0.49,0.49,0.59,0.55,0.57,0.20,0.72,0.50,0.66,0.76,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0.00,1
0.20,0.18,0.80,0.41,0.47,0.32,0.53,0.04,0.38,0.32,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,55.70,3
0.26,0.55,0.25,0.36,0.89,0.01,0.20,0.15,0.32,0.31,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,35.97,2
0.40,0.56,0.43,0.54,0.41,0.40,0.43,0.32,0.48,0.71,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,66.79,4
0.36,0.15,0.61,0.15,0.68,0.38,0.22,0.04,0.19,0.51,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,75.87,4
0.27,0.20,0.13,0.20,0.31,0.34,0.36,0.65,0.58,0.30,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,45.40,3
0.51,0.55,0.36,0.09,0.15,0.55,0.50,0.14,0.14,0.33,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,33.72,2
0.30,0.22,0.15,0.44,0.15,0.32,0.28,0.90,0.59,0.20,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,80.32,5
0.32,0.23,0.55,0.24,0.25,0.21,0.18,0.10,0.18,0.46,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,93.42,5
0.10,0.21,0.47,0.21,0.37,0.10,0.58,0.28,0.15,0.02,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,86.56,5
0.10,0.11,0.09,0.25,0.67,0.19,0.27,0.33,0.55,0.10,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,75.25,4
0.57,0.10,0.82,0.36,0.67,0.84,0.42,0.42,0.61,0.20,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,80.41,5
0.74,0.33,0.69,0.34,0.38,0.25,0.55,0.14,0.57,0.51,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,38.47,2
0.49,0.25,0.13,0.46,0.44,0.10,0.73,0.37,0.02,0.60,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,70.85,4
0.22,0.27,0.64,0.41,0.64,0.01,0.69,0.56,0.38,0.25,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,11.15,1
0.57,0.36,0.51,0.08,0.33,0.52,0.91,0.54,0.34,0.58,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,63.62,4
0.19,0.56,0.60,0.27,0.37,0.06,0.17,0.20,0.20,0.35,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,50.87,3
0.16,0.43,0.42,0.05,0.60,0.26,0.40,0.47,0.51,0.16,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,52.59,3
0.22,0.47,0.66,0.25,0.51,0.40,0.65,0.21,0.05,0.55,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,3.43,1
0.45,0.31,0.15,0.55,0.43,0.60,0.25,0.80,0.49,0.11,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,65.26,4
0.50,0.43,0.38,0.45,0.57,0.08,0.47,0.21,0.72,0.46,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,61.04,4
0.18,0.81,0.52,0.29,0.60,0.43,0.24,0.24,0.28,0.49,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,57.67,3
0.23,0.21,0.83,0.43,0.47,0.18,0.37,0.07,0.18,0.65,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,76.26,4
0.03,0.26,0.27,0.32,0.84,0.01,0.08,0.83,0.19,0.39,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,93.86,5
0.63,0.91,0.43,0.20,0.72,0.22,0.70,0.43,0.32,0.42,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,20.88,2
0.57,0.27,0.22,0.47,0.41,0.29,0.43,0.26,0.14,0.50,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,68.26,4
0.27,0.80,0.34,0.69,0.66,0.30,0.41,0.34,0.46,0.54,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,58.95,3
0.12,0.75,0.67,0.07,0.41,0.56,0.41,0.59,0.54,0.23,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,52.65,3
0.31,0.78,0.33,0.49,0.49,0.48,0.79,0.89,0.42,0.19,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,32.97,2
0.55,0.70,0.63,0.27,0.65,0.28,0.43,0.61,0.04,0.33,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,27.87,2
0.63,0.28,0.55,0.10,0.51,0.25,0.64,0.71,0.48,0.18,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,41.60,3
0.38,0.39,0.64,0.36,0.13,0.42,0.36,0.16,0.14,0.67,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,77.47,4
0.18,0.39,0.43,0.46,0.38,0.01,0.50,0.18,0.38,0.47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,63.02,4
0.64,0.93,0.26,0.74,0.60,0.48,0.52,0.21,0.57,0.06,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0.00,1
0.68,0.27,0.28,0.43,0.33,0.16,0.46,0.31,0.07,0.29,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,46.61,3
0.28,0.51,0.87,0.46,0.61,0.77,0.62,0.69,0.21,0.25,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,22.51,2
0.34,0.90,0.42,0.47,0.80,0.29,0.38,0.80,0.16,0.36,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,74.92,4
0.41,0.31,0.83,0.44,0.33,0.49,0.80,0.06,0.62,0.46,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,30.64,2
0.94,0.38,0.28,0.20,0.57,0.17,0.77,0.48,0.25,0.35,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,8.95,1
0.79,0.55,0.43,0.16,0.47,0.11,0.63,0.15,0.10,0.16,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,100.00,5
0.57,0.78,0.44,0.17,0.46,0.02,0.74,0.30,0.42,0.05,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,66.81,4
0.17,0.15,0.36,0.14,0.46,0.24,0.59,0.32,0.17,0.17,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,54.87,3
0.65,0.73,0.45,0.58,0.20,0.16,0.22,0.19,0.37,0.51,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,55.65,3
0.49,0.35,0.62,0.30,0.44,0.04,0.48,0.17,0.53,0.30,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,55.85,3
0.09,0.20,0.71,0.04,0.43,0.10,0.25,0.23,0.14,0.30,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,75.42,4
0.09,0.66,0.46,0.16,0.20,0.21,0.57,0.35,0.01,0.24,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,57.08,3
0.71,0.44,0.71,0.24,0.44,0.93,0.16,0.15,0.31,0.06,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,42.28,3
0.54,0.34,0.72,0.54,0.39,0.27,0.52,0.65,0.16,0.56,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,4.37,1
0.74,0.48,0.83,0.29,0.19,0.04,0.76,0.66,0.67,0.59,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,38.70,2
0.37,0.45,0.25,0.66,0.43,0.17,0.48,0.20,0.31,0.56,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,41.80,3
0.64,0.43,0.82,0.55,0.69,0.32,0.09,0.61,0.38,0.11,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,25.44,2
0.44,0.49,0.82,0.37,0.62,0.22,0.85,0.25,0.48,0.29,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0.00,1
0.18,0.41,0.66,0.16,0.92,0.06,0.16,0.50,0.27,0.69,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,64.74,4
0.40,0.64,0.73,0.61,0.46,0.07,0.24,0.81,0.25,0.07,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,71.98,4
0.59,0.19,0.64,0.32,0.12,0.17,0.36,0.27,0.16,0.36,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,44.76,3
0.59,0.75,0.37,0.59,0.69,0.24,0.57,0.29,0.72,0.14,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,10.63,1
0.16,0.61,0.45,0.17,0.39,0.43,0.39,0.46,0.20,0.22,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,64.15,4
0.18,0.26,0.67,0.62,0.34,0.32,0.46,0.30,0.21,0.59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,48.98,3
0.36,0.03,0.50,0.34,0.81,0.78,0.31,0.30,0.50,0.50,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,64.11,4
0.81,0.13,0.70,0.27,0.59,0.21,0.22,0.51,0.23,0.40,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,41.95,3
0.39,0.45,0.34,0.50,0.52,0.23,0.18,0.22,0.26,0.13,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,43.50,3
0.18,0.29,0.58,0.30,0.54,0.06,0.68,0.32,0.61,0.55,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0.00,1
0.82,0.27,0.44,0.67,0.22,0.25,0.75,0.10,0.30,0.40,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,49.91,3
0.31,0.63,0.25,0.31,0.20,0.55,0.37,0.71,0.22,0.27,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,64.28,4
0.21,0.52,0.54,0.32,0.18,0.08,0.50,0.18,0.14,0.42,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,77.53,4
0.45,0.17,0.75,0.40,0.71,0.45,0.64,0.24,0.20,0.04,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,64.63,4
0.34,0.29,0.41,0.28,0.55,0.02,0.54,0.45,0.48,0.45,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,36.06,2
0.46,0.19,0.67,0.12,0.70,0.11,0.09,0.31,0.89,0.45,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,35.24,2
0.49,0.30,0.70,0.51,0.71,0.12,0.16,0.74,0.27,0.56,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,31.72,2
0.61,0.57,0.23,0.06,0.42,0.21,0.82,0.67,0.57,0.48,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,26.13,2
0.39,0.49,0.66,0.21,0.80,0.16,0.79,0.66,0.12,0.30,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,65.85,4
